0024A382	VRWorkshops_mod_Legendary_Weapon_NERF	WEAP	peEnchantments	ADD	peEnchantments	VRWorkshopShared_ench_mod_LegendaryNerfPerk			0.00	Nerfed for VR attacks.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	2.000		0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	fminrange	MUL+ADD	fminrange	2.000		0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	fweight	MUL+ADD	fweight	0.200		0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	ivalue	MUL+ADD	ivalue	0.200		0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A68	AAA_mod_TEMPLATE_Muzzle_Focuser_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMuzzleFocuser			0.00	Better range, accuracy, and recoil.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.350		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.350		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	fmaxrange	MUL+ADD	fmaxrange	-1.000		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	fminrange	MUL+ADD	fminrange	-1.000		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	ivalue	MUL+ADD	ivalue	0.350		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	4.000		0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMuzzleTargetingCamera			0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A67	AAA_mod_TEMPLATE_Muzzle_Camera_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMuzzleImproved			0.00	Exceptional recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.250		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.250		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	-1.000		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	fminrange	MUL+ADD	fminrange	-1.000		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	fweight	MUL+ADD	fweight	0.300		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	uAimModelRecoilShotsForRunaway	MUL+ADD	uAimModelRecoilShotsForRunaway	2.000		0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasMuzzleTargetingCamera			0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A66	AAA_mod_TEMPLATE_Muzzle_Camera_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Superior recoil. Reduced range.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fFullPowerSeconds	SET	fFullPowerSeconds	3.000		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fMinPowerPerShot	SET	fMinPowerPerShot	0.100		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	piImpactDataSet	SET	piImpactDataSet	LaserMusketImpactSet			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	ppOverrideProjectile	SET	ppOverrideProjectile	LaserPowerBeamRed			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.350		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fmaxrange	MUL+ADD	fmaxrange	18.000		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fminrange	MUL+ADD	fminrange	11.000		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	fweight	MUL+ADD	fweight	0.500		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.700		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	ivalue	MUL+ADD	ivalue	0.450		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	1.250	00060A81		0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelSuper			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSuper			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A65	AAA_mod_TEMPLATE_BarrelLaser_Super_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Improved			0.00	Exceptional damage. Superior range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fFullPowerSeconds	SET	fFullPowerSeconds	3.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fMinPowerPerShot	SET	fMinPowerPerShot	0.100		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	piImpactDataSet	SET	piImpactDataSet	LaserMusketImpactSet			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	ppOverrideProjectile	SET	ppOverrideProjectile	LaserPowerBeamRed			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.350		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	18.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fminrange	MUL+ADD	fminrange	11.000		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.050		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	fweight	MUL+ADD	fweight	0.500		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.700		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	ivalue	MUL+ADD	ivalue	0.400		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	0.750	00060A81		0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelSuper			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSuper			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A63	AAA_mod_TEMPLATE_BarrelLaser_Super_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode			0.00	Superior damage and range. Worse recoil. Poor ammo capacity and hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	bautomatic	SET	bautomatic	true		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.250		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fmaxrange	MUL+ADD	fmaxrange	16.000		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fminrange	MUL+ADD	fminrange	9.000		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fspeed	MUL+ADD	fspeed	0.250		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fweight	MUL+ADD	fweight	0.600		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.100		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	ivalue	MUL+ADD	ivalue	0.350		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	-0.150	00060A81		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	fZoomDataCameraOffsetZ	ADD	fZoomDataCameraOffsetZ	1.150		0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelRapid			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSpinning			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	s_30_Auto			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	remapNode_C-Rotor_P-Rotor			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeAutomatic			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A62	AAA_mod_TEMPLATE_BarrelLaser_Spinning_B	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrel_Improved			0.00	Superior rate of fire. Improved damage, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	bautomatic	SET	bautomatic	true		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.200		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fAimModelMaxConeDegrees	MUL+ADD	fAimModelMaxConeDegrees	1.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fAimModelMinConeDegrees	MUL+ADD	fAimModelMinConeDegrees	1.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	0.250		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fmaxrange	MUL+ADD	fmaxrange	16.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fminrange	MUL+ADD	fminrange	9.000		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fSightedTransitionSeconds	MUL+ADD	fSightedTransitionSeconds	0.030		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fweight	MUL+ADD	fweight	0.600		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	iammocapacity	MUL+ADD	iammocapacity	-0.100		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	ivalue	MUL+ADD	ivalue	0.300		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	vdDamageTypeValues	MUL+ADD	vdDamageTypeValues:dtEnergy	-0.250	00060A81		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	fZoomDataCameraOffsetZ	ADD	fZoomDataCameraOffsetZ	1.150		0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	AnimsLaserBarrelRapid			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	dn_HasBarrelSpinning			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	s_30_Auto			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	remapNode_C-Rotor_P-Rotor			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A61	AAA_mod_TEMPLATE_BarrelLaser_Spinning_A	WEAP	pkKeywords	ADD	pkKeywords	WeaponTypeAutomatic			0.00	Improved rate of fire, range and sighted accuracy. Worse recoil. Reduced ammo capacity. Poor hip-fire accuracy.	NONE	00000000
000B9A60	AAA_mod_TEMPLATE_BarrelLaser_Short_B	WEAP	fAimModelConeIronSightsMultiplier	MUL+ADD	fAimModelConeIronSightsMultiplier	-0.100		0.00	Improved damage.	NONE	00000000
000B9A60	AAA_mod_TEMPLATE_BarrelLaser_Short_B	WEAP	fAimModelRecoilMaxDegPerShot	MUL+ADD	fAimModelRecoilMaxDegPerShot	-0.100		0.00	Improved damage.	NONE	00000000
000B9A60	AAA_mod_TEMPLATE_BarrelLaser_Short_B	WEAP	fAimModelRecoilMinDegPerShot	MUL+ADD	fAimModelRecoilMinDegPerShot	-0.100		0.00	Improved damage.	NONE	00000000
000B9A60	AAA_mod_TEMPLATE_BarrelLaser_Short_B	WEAP	fAttackActionPointCost	MUL+ADD	fAttackActionPointCost	-0.100		0.00	Improved damage.	NONE	00000000
